Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
1132,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1133,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1134,Dothrakis,Dothraki man,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Spear,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1135,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1136,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1137,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1138,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1139,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1140,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arakh,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1141,Dothrakis,Dothraki man,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Spear,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1142,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arrow,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1143,Other Lannisters,Lannister soldier,House Lannister,Dothrakis,Dothraki man,House Targaryen,Arrow,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1144,Dothrakis,Dothraki man,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1145,Dothrakis,Dothraki man,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1146,Dothrakis,Dothraki man,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Sword,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,215,1207
1147,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1148,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1149,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1150,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1151,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1152,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1153,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1154,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1155,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1156,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1157,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1158,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1159,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1160,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1161,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1162,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1163,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1164,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1165,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1166,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1167,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1168,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1169,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1170,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1171,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1172,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1173,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1174,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1175,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1176,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1177,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1178,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1179,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1180,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1181,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1182,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1183,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1184,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1185,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1186,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1187,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1188,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1189,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1190,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1191,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1192,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1193,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1194,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1195,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1196,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1197,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1198,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1199,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1200,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1201,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1202,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1203,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1204,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1205,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1206,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1207,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1208,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1209,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1210,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1211,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1212,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1213,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1214,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1215,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1216,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1217,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1218,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1219,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1220,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1221,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1222,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1223,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1224,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1225,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1226,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1227,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1228,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1229,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1230,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1231,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1232,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1233,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1234,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1235,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1236,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1237,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1238,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1239,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1240,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1241,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1242,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1243,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1244,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1245,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1246,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1247,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1248,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1249,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1250,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1251,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1252,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
